Reviews,Labeler,Useful?,Comments,Original_type
"This app is easy to customize with trustworthy weather based on solid science.    
",Joanna,0,,mis
"They have to fix this. It's unable to be used and that's unacceptable for a PAID app. C'mon HS... get it together. Fast. Please  thank you    
",Joanna,1,,mis
"Great application. Highly recommended.    
",Joanna,0,,mis
"I love this weather app I have the hardest time w inaccurate radar and temps. This app is user friendly, high tech, and very very accurate.    
",Joanna,0,,mis
"Good because I've been meaning to learn Japanese, and now I can say stuff in Japanese on Pictochat Though I need to work on my handwriting though. Currently can write good evening.    
",Joanna,0,,mis
"First, great summary info with hourly and 7day forecast for a city and the ability to move the map around and just press down on a new city and get this data. Also really like the easy radar maps. Really nice interface    
",Joanna,0,,mis
"Love this app So convenient and easy to use    
",Joanna,0,,mis
"I use this ice fishing in place of a 200  300 GPS and it works perfect. I can see exactly where I am and the depth  structure and the Vexilar confirms what the map is showing.     
",Joanna,0,,mis
"It really works and I'm 9weeks and 6days and I heard my baby heart beat I was so scared that it wouldn't work I love this app Cute    
",Joanna,0,,mis
"I love the app you can play music offline. Just input it into Dropbox and you can input it into the app it best app better than ripped off iTunes    
",Joanna,0,,mis
"It works as advertised so that's great.  A couple of key things I'd like to see    
",Joanna,0,,mis
"This app is hella good.. Able to convert songs from YouTube n save to my DropBox. Open my JukeBox and import the songs from DropBox... WaLa    
",Joanna,0,,mis
"Fantastic and better than listening to my local weather forecast on TV.    
",Joanna,0,,mis
"Helps with all pictures I need to save for future reference.    
",Joanna,0,,mis
"I can't get in the app    
",Joanna,1,,mis
"This is by far my favorite special FX app for photography.    
",Joanna,0,,mis
"This is my only and best app since then i forgot all other apps and programs    
",Joanna,0,,mis
"This app is pretty cool it has a calendar when cool astronomical things are happening, it show you where things are right now. By pointing the camera at a the sun or moon it calculate where things are like satellites planets and stars. You can zoom in on planet and nebulas and galaxies and it tell you about them.    
",Joanna,0,,mis
"I love this app. Ive been using it for years and have even recommended it to family friends for storing photos, videos and any other information you dont want to lose. I love that it keeps everything stored and you can login into it from any phone that the app is on and retrieve what you stored.    
",Joanna,0,,mis
"Appreciate most features, but would like to see the exact time of the full or new moon.    
",Joanna,1,,mis
"I simply can't express how glad I am that I found Adobe PDF Reader here for the iPhone...  Five Stars, Two thumbs up, and 10 out of 10...  Great App    
",Joanna,0,,mis
"Long distance shopping is just what I need to find my retirement home. Thank you for such a wonderful app.    
",Joanna,0,,mis
"I bought this app long time ago and I didn't use that much. I was doing some stock research and was thinking why don't give this app a try.      
",Joanna,0,,mis
"Easy to use and access all my pdfs .    
",Joanna,0,,mis
"I decided to get this tracker also because of the awesome developer support and API libraries, where the limit in creating new tools is in your imagination with this device.    
",Joanna,0,,mis
"Zillow is spelled like pillow, but with a Z. Oh and you can find houses if your moving.     
",Joanna,0,,mis
"Google has made it a thing to keep this APP top notch. Absolutely nothing else to look for elsewhere.    
",Joanna,0,,mis
"Its nice to know there is a secure place to put documents on my phone that wont mistakenly be opened by anyone. My grandkids cant access or delete, nice    
",Joanna,0,,mis
"Told me PERSONALLY what do     
",Joanna,0,,mis
"Not liking the ads for more garbage. Especially while navigating my boat. Isn't my subscription enough to remove them     
",Joanna,1,,mis
"A great thing to have when you don't know an answer but it just can't do what I thought it could    
",Joanna,0,,mis
"Great road coverage, and always getting better    
",Joanna,0,,mis
"I don't like how you have to pay to keep going. Everyone's trying to make a buck..     
",Joanna,0,,mis
"Gets me there every time with clear accurate directions. Like it being connected to my contact list.    
",Joanna,0,,mis
"I had to delete the app and get it again to then put myself as an 18 year old just to boost my brain activity up and play some puzzles.     
",Joanna,0,,mis
"I like this weather app much better than the one that came with my phone. I love the countdown to rain starting or stopping, the weather news articles, the severe weather alerts, and the allergy warnings. The real time radar has helped me plan roadtrips without getting stuck in a storm. Oh and I love being able to have multiple cities listed that are easy to switch through. My only problem is that it took me so long to find.    
",Joanna,0,problem not related to the app; can include in report as an example,mis
"Pandora is a great way to wake up every morning    
",Joanna,0,,mis
"Honestly if your a fisherman just spend the 10 dollars and you won't regret it one bit Not kidding either. I love this app and use it all the time    
",Joanna,0,,mis
"Terrific App  A great resource.    
",Joanna,0,,mis
"I can always count on this app to tell me when it will rain or shine     
",Joanna,0,,mis
"I listen all the time I don't watch TV anymore, and I like the idea of having my music with me wherever I go....    
",Joanna,0,,mis
"Great app, does exactly what it's supposed to. Seamless Sharing between all devices.    
",Joanna,0,,mis
"Accurate easy to learn be your own weatherman    
",Joanna,0,,mis
"Love all the tools and artistic possibilities with this app    
",Joanna,0,,mis
"A very secure app to hold on your pictures and videos that you don't wanna anybody to see    
",Joanna,0,,mis
"I've used this app throughout both of my most recent pregnancies. In my first pregnancy it worked later than in my seconds. Theres some white noise, which makes sense for it only being an app. But once you get used to deciphering between the noise and the heartbeat it becomes really exciting. I highly recommend as this is a much easier option than a doppler.    
",Joanna,0,,mis
"It's fun, however, it's not worth 10.    
",Joanna,0,,mis
"I use this app everyday for everything from savings on uploading pictures, important documents and more. Love this app and all it does for me    
",Joanna,0,,mis
"The new update keeps downgrading to the old version     
",Joanna,1,,mis
"It doesn't have 'future' radar like my local news station weather app. Not sure what I paid 4.00 for just yet.     
",Joanna,1,,mis
"For me it is worth a million dollars considering the above feature and many other features.    
",Joanna,0,,mis
"Good player. Way too many repeats     
",Joanna,1,,mis
"False sense of security. Update when app opens, update the app itself, does not do enough     
",Joanna,1,,mis
"I think it's great. It secures pictures  everything else you don't want others to see while they're on your phone.    
",Joanna,0,,mis
"Gets me from point A to B quick fast and in a hurry    
",Joanna,0,,mis
"Houses are to expensive     
",Joanna,0,,mis
"I have an in home childcare and We use Pandora daily I love it and all the different stations to choose from when I go to the gym I turn on Pandora as well    
",Joanna,0,,mis
"5 stars for the variety of exercises, performance tracking, smooth function and stability, and just 'funness'.     
",Joanna,0,,mis
"I love this app it's super easy to use and very convenient. I just wish you would add the feature to allow a profile photo cause I have hundreds of coworkers which I'm trying to remember their name or who they are but I can't put their name to a face. So it would make this app 5 stars    
",Joanna,1,,mis
"This app correctly renders PDFs that other readers don't get right. It's loaded with features. And it's free    
",Joanna,0,,mis
"The app is very useful as a teaching aid to illustrate some key math concepts for kids. I also use it occasionally for casual light duty math work. I primarily use R for the heavy lifting.    
",Joanna,0,,mis
"Paying for this is indistinguishable from being robbed.     
",Joanna,0,,mis
"It's well worth the time to download    
",Joanna,0,,mis
"Acrobat still is inherently best for PDF.    
",Joanna,0,,mis
"I can look for upcompoing weather or just check the situation right now.  I can even check on my relatives weather what I'm planning a trip   Katyhope     
",Joanna,0,,mis
"I love pandora and every time I choose a new station I am never disappointed. What can I say this app is dope.    
",Joanna,0,,mis
"Is rich they don't need no more money     
",Joanna,0,,mis
"Works well with apple    
",Joanna,0,,mis
"The people that made this are pathetic.     
",Joanna,0,,mis
"Don't let the high reviews fool you. This is your basic virus protection for your device. I suggest if you choose to use it, to be double safe and also scan your files with a separate scan choice avg , norton , kaspersky, etc      
",Joanna,0,,mis
"Very little cueing, not worth the money.     
",Joanna,1,,mis
"Great app would like detailed instructions on what it can do and how to use it to its fullest potential.  Beautiful and amazing.    
",Joanna,0,,mis
"I don't review many apps. This one works and is accurate. It really helps when you live in a area where the weather gets dangerous.    
",Joanna,0,,mis
"This is one of the best app you can get.    
",Joanna,0,,mis
"Easy to use, No brain damage.    
",Joanna,0,,mis
"This app may seem flashy to some but please do not waste your time It costs TEN DOLLARS to buy the next levels WHY WOULD YOU GUYS RUIN WHAT COULD OF BEEN AN OKAY GAME Thanks a lot what a rip off     
",Joanna,0,,mis
"Thanks for the challenge Fun and skill stretching    
",Joanna,0,,mis
"App maybe is ok or good or very good. No way to really confirm how well this app performs.     
",Joanna,0,,mis
"I've had this app fro about a month or three. I will have to say, it is perfect If you're hesitant, just buy it. It's so worth it.    
",Joanna,0,,mis
"This app helped me with my algebra 1 homework it's so nifty and useful    
",Joanna,0,,mis
"I've tried all the other swiping keyboards and always come back to this one because of the punctuation gesture shortcuts and how easy it is on the dark keyboard to long press for other punctuation marks. Also, I text shortcuts in iOS and would like to see Swype better incorporate those as well.     
",Joanna,1,,mis
"Great for keeping and uploading photos    
",Joanna,0,,mis
"Edit updating to the latest iOS fixed all on the crashes with latest Procreate update     
",Joanna,0,,mis
"I love the app. It keeps me in the loop of what's happening or going to happen..just wish it had lightning strikes on it..but I do like it a lot. Thanks.    
",Joanna,1,,mis
"Love this app... really enjoy the tutorials. Ive learned so many new techniques and have fun editing .... not getting frustrated     
",Joanna,0,,mis
"Lumosity been the goat     
",Joanna,0,,mis
"Hands down amazing worth the cost    
",Joanna,0,,mis
"This is a lifesaver for folks like me doing lots of outdoor work I appreciate the pinpoint accuracy.    
",Joanna,0,,mis
"The line above says it all. Procreate is perfect for me, as it has liberated me from the tiresome Ihavetodothisinordertodothat syndrome. In other words, I can get effects that I dont even know I want, or knew existed, but when they are right there in front of me, Im happily blown away. Procreate is really a program to commit to, and a pleasure, because in a cold digital world, its something to love.    
",Joanna,0,,mis
"July 2017same issues as above, they have not been addressed     
",Joanna,0,,mis
"After searching for other weather apps I have found a few I find much more visually appealing and seem to be just as accurate.    
",Joanna,0,,mis
"Great app, for personal and business use    
",Joanna,0,,mis
"I been using this for time now and it's really great from every point and help me a lot in my study for saving important PDF documents so it's real deserve the 5 stars    
",Joanna,0,,mis
"Fun but win game to play daily    
",Joanna,0,,mis
"They should tell you it's recommended for after 30 weeks before you buy it. There are other items I could have purchased to hear my babys heart beat a lot sooner than that. I know it's an app but I feel tricked, not cool.     
",Joanna,0,,mis
"Great workout for busy moms or people who work a lot.  You are left feeling like you have been challenged and I feel like I have more energy during the day.    
",Joanna,0,,mis
"Given all of this, Im downloading Draconius GO. I hear they actually listen to the playerbase.     
",Joanna,0,,mis
"I love this app. Enter locations and it gives quick tempsfeels like, and swipe for great forecast graphics and radar.    
",Joanna,0,,mis
"Fun app. Would be great if the free version can offer a few more games    
",Joanna,1,,mis
"This is a great app to learn about Astronomy. If you have ever wondered what those celestial objects are in the night sky on any given night at any time, it's not a mystery anymore. Tons of information at your fingertip  Thanks Vito Technology    
",Joanna,0,,mis
"I recommend this app it scans and fines any potential issues in your contacts or online. Notifies you immediately I recommend this app.    
",Joanna,0,,mis
"You guys should create a cause and effect game. Maybe in the style of a detective. Also, it would help to teach people with logic.     
",Joanna,1,,mis
"Excellent app. Gives your formal translations in Spanish for example. So you come across as super smart     
",Joanna,0,,mis
"I use this app in different countries when I travel. Super helpful    
",Joanna,0,,mis
"I had issues with my app for almost two months, called customer care as my last resort. They were super helpful, and all it took was a simple uninstall and reinstall. They guided me through every step of troubleshooting Thanks, Hotschedules    
",Joanna,0,,mis
"I have never given an app five stars.  This one comes close.    
",Joanna,0,,mis
"You can't go wrong for the price. I'm still learning and trying out new things you can do with this app. I love it    
",Joanna,0,,mis
"I dont yet have a laptop so I do all I can using my iPad. This app is so useful.    
",Joanna,0,,mis
"I wanna love this game so badly, I really wish I could say its awesome and perfect But its not, and thats the issue. The one thing that really bothers me is the catching aspect. Its gotten so difficult to catch a level 700 pokemon with an ultra ball and a berry. Its impossible I havent been able to do this once since the last update, please ensure the way that this is set up is fixed, or at least make it possible     
",Joanna,1,,mis
"Love this app and have used for two years. Have all bonus workouts which now makes 60 workouts with great variety.     
",Joanna,0,,mis
"SO SO SO bad these days that I had to update my review.  It was fine until they partnered with ABC7 in SoCal now it's just wrong wrong wrong     
",Joanna,0,"they are frustrated, but have not specified exactly what is wrong",mis
"Leaves you thinking after downloading with a big       
",Joanna,0,,mis
"It was fun and pretty good, but then it gets to the end of the 3 trials and it tells you that you have to pay money monthly to use the app. All the other games aside from the 3 trial ones are locked, so you can't even test them out.     
",Joanna,1,,mis
"The app is awesome. Very useful. However to charge three dollars and it crash ALL the time is ridiculous. Needs work.     
",Joanna,1,,mis
"I actually came to the App Store just now not to write this review but to find a replacement for Swype.     
",Joanna,0,,mis
"It's worth to sign up to be a premium member..it's sure saves me from headache..    
",Joanna,0,,mis
"All of these new features are way cool. If you want a static chart buy a map. If you want the best data available pony up the 4.99 you are getting all the charts for US Lakes  Coastal.  With the new NAV update you receive 12 months of chart updates, and SonarChats. SonarCharts is data that is collected by doing Sonar logs wHumminbird or Garmin chart plotters.    
",Joanna,0,,mis
"I have a default weather app on my phone but I downloaded this one because my fianc has it on his phone and I would always go to him for weather updates. I just decided to download it myself and use this every time over the default app. The map is my favorite part. I know when exactly the rain is coming and where it's currently at. Great app.    
",Joanna,0,,mis
"I'm new to Pokmon and I'm a grownup. I love it So cute and fun, and really rewards you for walking. It's practically a fitness app. The special events add to the fun, and the new gym system and raid battles are great for getting all teams and levels to work together. Thank you    
",Joanna,0,,mis
"Plus, I love how I can get emoticons to show when I Swype key words. Like smile for a      
",Joanna,0,,mis
"This makes my French study so easy, fun, and vite. Glad I found it.    
",Joanna,0,,mis
"Awesome App for All Ages The brain is so important, and these skills help focus on my individual needs to improve my working memory and more    
",Joanna,0,,mis
"Star walk has been such a wonderful app for me. I made it a personal goal of mine to become familiar with as many constellations as I could and last night as I sat outside l was able to go 360 degrees finding one after the other. Star Walk has made the process 10 times easier and informative than if I'd have begun without it. Great app And thx.    
",Joanna,0,,mis
"I feel like the app has the basic editing tools, and with a few more additions to what can be done, it would be the most powerful PDF editing tool on the App Store.    
",Joanna,0,,mis
"Actually worked and I'm only around 78 weeks. You have to be patient with it though. This is my fourth pregnancy and from my own experience, even at the doctors office, the doctor doesn't usually get a good heartbeat immediately, they have to move around a little. You'll have to do the same thing with this app.    
",Joanna,0,,mis
"The only concerns or features that i have , is curve selection tool is needed for precision line work, re cropping after project has been started, More popular apps i can use for streaming such as youtube or Facebook would be ideal for the tutorial consumers, more alpha images to create user created brushes.      
",Joanna,1,,mis
"Keep up the good work. It is the best app for the stars out there    
",Joanna,0,,mis
"Now I know what you are thinking, it's a free anti virus app so it can't be all that good. But this is pretty spot on. Works great and also has a great location feature. So if you do lose your phone you can locate it. And it works much quicker than the  find my phone app. Great job.    
",Joanna,0,,mis
"This is so awesome and so amazing I am so happy to have this    
",Joanna,0,,mis
"Great way to spend time.    
",Joanna,0,,mis
"Lots of thinking, you have to be really fast.    
",Joanna,0,,mis
"Better than most weather apps I have tried. Straightforward. Clean graphics.    
",Joanna,0,,mis
"The game itself is pretty cool, but can you add more inapp purchases Like Red Toads for 29.99 and Purple Toads for 39.99 and etc.    
",Joanna,1,,mis
"This app is so useful. Continually working portions of my brain I don't always cultivate. Keeping me sharp and always improving. Love it    
",Joanna,0,,mis
"Great app and easy to use    
",Joanna,0,,mis
"Just got to say this is seriously the most convenient application ever. Totally worth it.    
",Joanna,0,,mis
"Good workout exercises. I enjoy it    
",Joanna,0,,mis
"I went to chat on the Fitbit website and the person helped me with the syncing problem I had. I was no longer getting notifications and had to restart my Fitbit, repair it with my phone and it worked She walked me through each step. Thank you    
",Joanna,0,,mis
"Thankfully, they have fixed the app and now I can proudly say it is the best sketching tool I've ever downloaded.    
",Joanna,0,,mis
"Love it, most accurate I have used.    
",Joanna,0,,mis
"This game is fun but the t makes me feel stupid. Lol     
",Joanna,0,,mis
"This is one of the first appz the I purchased, and I really think it is worth every penny.  You will love it and like myself open it many times a month and get lost in space.    
",Joanna,0,,mis
"Since this app was one of the first for the iPad, it will always have a special status for me. I loved learning the definition of occultation    
",Joanna,0,,mis
"Awesome app, everything you will need.    
",Joanna,0,,mis
"So I need an account if I want to use this, but when I finish It keeps telling me I am unable to sign in    
",Joanna,1,,mis
"Absolute best app for editing...hands down Don't think download    
",Joanna,0,,mis
"why do people play this     
",Joanna,0,,mis
"Google Maps gets me everywhere... I wish I could say that about Apple Maps     
",Joanna,0,,mis
"I've always loved Swype. But, I have similar complaints as some of the other reviews.     
",Joanna,0,,mis
"I'm very happy to use that.    
",Joanna,0,,mis
"This is unacceptable for you not to create a fix The only fix I have is to use the signature tool and to hand write all the information so that it saves on the document.  You seriously can do better than this    
",Joanna,1,,mis
"The ads get a little annoying but it's the music and variety that is worth it      
",Joanna,0,,mis
"Clean, simple, and accurate    
",Joanna,0,,mis
"I depend on NOAA Radar Pro for trustworthy information. When you live in the desert it is really important.    
",Joanna,0,,mis
"I am so happy to have this app with me overseas for a month so I won't be the confused foreign traveler. This also keeps me from relying on others to translate for me.    
",Joanna,0,,mis
"So far it has been working very well, I have not had any security problems in the year that I have had this iPhone 5C.     
",Joanna,0,,mis
"This app is great but I why should u pay money for the levels It is a fun app for people and I think you should try it    
",Joanna,0,,mis
"And please write what I type before predicting...     
",Joanna,1,,mis
"I purchased this app on a fishing trip in Michigan's upper peninsula. I used it a couple of times and found it to be quite accurate and helpful. On the third outing we had a dense fog roll in and that's when I found out just how useful it can be.    
",Joanna,0,,mis
"Trash, completely trash. If you're in college just pay the 5 dollars a month to get Spotify. If you aren't a student it's like 10 dollars. It's still better than this trash app. Their radios play the same songs over and over again. There is no variety what so ever.     
",Joanna,1,,mis
"can you add tap to translate like the android app     
",Joanna,1,,mis
"Great weather app. Literally the best one out there.    
",Joanna,0,,mis
"These games are forcing me to think quicker.    
",Joanna,0,,mis
"This app is very helpful. It not only provides and answer but it also provides a great explanation of how that answer was found. Anyone in any kind of higher math I would definitely recommend    
",Joanna,0,,mis
"Zillow is by far the COOLEST and easiest app when looking for houses to buy My husband and I are in the market and love using this app, driving around, and looking at the houses for sale Five stars     
",Joanna,0,,mis
"This is useful app, that had helped me loose 40 pounds. I am now in the better shape than I have been in a long time. Doing 13 circuits everyday. While tracking my weight worked for me. Eating less and healthier took a little effort in the beginning, but now I don't even think about it anymore.    
",Joanna,0,,mis
"I am taking Calculus currently and it is very helpful. It shows you the answers to your problems. The step by step option is also very helpful and informative. It is definitely a grade saver. Worth the purchase in my opinion.    
",Joanna,0,,mis
"I enjoy everything about this app. It works wonderfully    
",Joanna,0,,mis
"Want a to learn or teach your children about the constellations and orbiting technology Everything we know is up there and a quick look will answer any questions you or the kids may have.    
",Joanna,0,,mis
"I'm not one to work out, I have no time. I decided to try and see if it was as easy as 7 minute work out, and yes it is. My heart rate went up and I felt the burn. Guess I can squeeze 7 minutes out of my day to get back into shape. Who knows maybe I'm making this a healthy habit I'll start doing more workouts.    
",Joanna,0,,mis
"After they released legendarys life was great. We went out on a hunt and we ran into some old friends and we laughed and talked about how Go fest was a bust and other things like that it was great thanks Niantic for releasing some legendarys.    
",Joanna,0,,mis
"This app is very cool, and feeds you a little info on whatever you can see in the sky.    
",Joanna,0,,mis
"Brushes  The brush settings are what I've been looking for my entire life, settings that actually affect the brush The number of brushes are remarkable, each with their own texture. The ability to make and import custom brushes was a great touch, I'm honestly grateful for it.    
",Joanna,0,,mis
"Things to do before this great app. Love you    
",Joanna,0,,mis
"Get the Weather Channel App. It's free and much more useful. Save your pennies.     
",Joanna,0,,mis
"Is really helpful and easy to use. I love it    
",Joanna,0,,mis
"So far so good. Great app so far.    
",Joanna,0,,mis
"I Personally Thought That This App Was Gonna Work And Be Able To Listen To My Baby's Heartbeat And I Hear Absolutely Nothing It's My First Baby First Time Mom And Can't Even Hear His HeartBeat     
",Joanna,1,,mis
"I got the Fitbit Alta yesterday and so far I love it and the app    
",Joanna,0,,mis
"Any time you can waste time and sharpen your mind at the same time is a good use of your wasted time    
",Joanna,0,,mis
"First time ever going into this facility, this experience has made me choose a different phone company. I believe here name is Nazareth and I couldn't believe how inappropriate her work ethic is. Not only was she constantly using her personal cell phone instead of helping customers but she had a horrible attitude after each time she spoke to whomever she texted. Her demeanor was extremely rude and made me very uncomfortable speaking to her. Not only was she rude but would speak Spanish in front of me as if she didn't realize I spoke Spanish myself and it was extremely vulgar. I will never go back there. This woman should never be allowed to be in customer service again     
",Joanna,0,,mis
"Enuf sed. Oh, btw, use as many upper case letters as possible when writing yer review, like mr pilot pen guy     
",Joanna,0,,mis
"I use it sometimes     
",Joanna,0,,mis
"By far the best and most useful app out there. The free version is great but the paid version is beyond worth it.    
",Joanna,0,,mis
"This is, by far, the best photo editing app. You can do so many creative things with all of your pictures. Add text, merge photos, and more. I'd give this app 10 out of 5 stars if that was possible. Photographers playground.    
",Joanna,0,,mis
"Please make it better Nintendo JUST PLS     
",Joanna,0,,mis
"Again, I love this app It's a lovely and easy piece of gold for you and your Apple Pencil but it's important to hear what your consumers are missing in the product they love so much.     
",Joanna,0,,mis
"By far the best charts of all the marine applications     
",Joanna,0,,mis
"I hate this keyboard, it's really annoying.     
",Joanna,0,,mis
"This is an awesome app for my commute because I can listen to my music offline and there's no ads    
",Joanna,0,,mis
"Great app so full of all one needs for perfect iPhoneography. Has a permanent spot on my front page of iPhone 7 and has been for past 3 phones     
",Joanna,0,,mis
"It has detected a email security breach at the first run on my phone and given a lot of high quality service further.    
",Joanna,0,,mis
"Is a fantastic app, the cloud storage, the scanner it keeps may reading organized and flowing. The best feature is the compatibility, wherever I sign in, I have my library with me, I can see the document exactly where I left in between my devices.    
",Joanna,0,,mis
"It's great all the songs I like I can play offline while I'm on a plane or a car trip    
",Joanna,0,,mis
"You can get FREE apps to do the cropping, shading, bw. Hell i think my iphone has the capability on it own. Wiptdo    
",Joanna,0,,mis
"It is so much fun to see the different outcomes for a picture after applying filters. I love that you can just automatically save your filtered shots so you can compare later.     
",Joanna,0,,mis
"Excellent App Use it all the time, to download any documents and have them all the time present in my phone once are need them.    
",Joanna,0,,mis
"As the minute cast for discerning when I need to get home to avoid serious winter storms.     
",Joanna,0,,mis
"Dr. Mary Mellard replaced 2 old crowns for me today.  The procedure was totally pain free.  All the work was done in one session with State of the Art equipment.  The staff is very professional and Dr. Mellard is a very gentle dentist.    
",Joanna,0,,mis
"As a weather observer for a small rural weather station I find this app useful. The clarity is often murky but such is the weather.    
",Joanna,0,,mis
"this app will spit out a circle of death. This app is garbage, look elsewhere     
",Joanna,1,,mis
"I choose this over apple maps all the time.    
",Joanna,0,,mis
"I have had this app for years and always loved it    
",Joanna,0,,mis
"For RVers who travel long distances in a day, the ability to keep up on weather ahead is more than valuable    
",Joanna,0,,mis
"This used to be a really great photo editing app. Now it's another social media app that no one is going to want to use.    
",Joanna,0,,mis
"I never got to catch one I'm 12 but that doesn't mean I can't change something we were on the way home me and my dad and I saw a Lugia and he said we can't go because the pizza would get cold he and I didn't know it was the last one and I'm really sad now pls add it back in I know you guys won't see this but if you do pls do it Lugia is one. Of my favorite legends and Pokmon out of every generation of Pokmon ever just pls add it back in just for like 34 days     
",Joanna,0,,mis
"i'd rather you guys update more often than dropping a big update every 2 years     
",Joanna,0,,mis
"I leave this app on almost all the time. I'm actively working on French very often, and I find this ad very useful. I think the best uses for someone who knows French fairly well and can discern whether a translation is accurate or not because I haven't found an app yet that can translate subtlety. But for every day translation, like when you forgotten the meaning of the word, it really is indispensable, especially since I don't think I paid anything for it Thank you guys. This is really good work. Thanks a lot    
",Joanna,0,,mis
"Cheaters paradise. A lot of work, very little reward. Focus on making your players happy and they'll continue spending money.     
",Joanna,0,,mis
"I scan everything to a PDF and store it in this wonderful program.  I have gotten rid of paper paper and more paper.  With this App I have been successful in going green and love the library of documents that I store.  Everything is at my fingertips.  LOVE THIS APP    
",Joanna,0,,mis
"This app makes photo editing so easy and enjoyable for me. One would be hard pressed to find a better iOS alternative.    
",Joanna,0,,mis
"I am Not a TechSavvy guy, but This System is Sweet...  Plus, PLENTY of Information regarding the properties... Steve in O C    
",Joanna,0,,mis
"This is based off the less than great iPhone gps so it will be off a little but it has so many lakes and waterways in it. I use it all the time Great app    
",Joanna,0,,mis
"Niantic brang back the 90's I got addicted     
",Joanna,0,,mis
"Also can certain location provide movie trivia's of where certain movies are being filmed or movies have been filmed...      
",Joanna,1,,mis
"Niantic I love your game but when are you going to be releasing gen 3 my brother Nico really wants to catch mudkip and I want salamence and I really love your game 3    
",Joanna,0,,mis
"After beating the first twelve challenges in the first four levels, I shopped at Walmart for the purchase of a New 3DS XL with power adapter and the smash hit New Super Mario Bros. 2.     
",Joanna,0,,mis
"I would like a refund. Email me please. Thanks     
",Joanna,0,,mis
"It makes my brain work    
",Joanna,0,,mis
"Good app, just wondering why I've been charged twice    
",Joanna,1,,mis
"Bug Fixes and Performance Improvements are always appreciated    
",Joanna,0,,mis
"Great, functional, and selfexplanatory    
",Joanna,0,,mis
"Ellie helped me prepare for the sale of my home by providing contacts among her vast number of vendors. Those with established relationships, either by working with her clients or those of associates of hers  even more trustworthy, those used by herself, her family  close circle of friends.    
",Joanna,0,,mis
"HINTWorkaround folks for the freezing issue.    
",Joanna,1,,mis
"Great UI, and not much to say. To put it in perspective my mum could figure it out    
",Joanna,0,,mis
"This app is one of the best uses of the IOS interface available. I enjoy this App so much that I gift it to others so they can share in the wonder of exploring our celestial neighborhood. Highly recommended for all.    
",Joanna,0,,mis
"I thought I had wasted my money on this because I bought it very early in my pregnancy and used it so many times hoping to hear the heartbeat but it was just too early Today at 31 weeks and 6 days I heard it loud and clear Very cool feeling     
",Joanna,0,,mis
"WolframAlpha app is extremely helpful when trying to help my middle schooler with some of the math that I forgot many years ago. Thanks WA.    
",Joanna,0,,mis
"I love it that I can't translate any wordsentences to another language, while also getting synonyms and the actual the definition of the world that I'm translating      
",Joanna,0,,mis
"If you ever looked up at the night sky and wanted to know more, get this app.  It is great. It is full of information and makes it so easy to learn about the stars and planets.    
",Joanna,0,,mis
"Great app to use  Usually current info and easy to find things.      
",Joanna,0,,mis
"I'm amazed at the graphics and accuracy of this app. And Mamalovessame is right.  Make setting changes to dial it in to your preference.    
",Joanna,0,,mis
"this app is so good. i just love all the different options that u have to edit your photos. when i first saw the price i thought it was ridiculous until i saw many many great reviews so i decided to get it and now i'm LOVING it. i totally recommend this app to anyone who's looking for a really nice picture editing app    
",Joanna,0,,mis
"I have tried so many editing apps, but this one takes the throne. It's amazing, and it has so many options. I love the layout, and basically everything about it. More people need to know about this app.    
",Joanna,0,,mis
"Cheaper apps give headscourse up on my Ipad What's wrong with Navionics. Strange group.     
",Joanna,0,,mis
"Perfectly solved a problem I had  how to make my music accessible from virtually anywhere. Could use some more playback features but overall works great    
",Joanna,1,,mis
"Gran ayuda para conservar documentos    
",Joanna,0,,mis
"WolframAlpha is a product that's a throwback, in a good way, to database searches. As long as the user sticks to keywords, the experience is enjoyable, and direct. There are search examples to learn from. Wolfram isn't going to be like google but, if you know your keywords, it can be a lot more useful.    
",Joanna,0,,mis
"AWESOME  Only weather App from the ground you'll ever need. 10 stars    
",Joanna,0,,mis
"Seriously. You can train your brain. Short term memory improvement, less stress with people's names, improved math....and it's fun.    
",Joanna,0,,mis
"Ill gonna it 5 stars. Only hopin that the app will get better.   Your welcome    
",Joanna,0,,mis
"This app is the reason I had A's in geometry     
",Joanna,0,,mis
"No ads, simple and clean UI, completely free. Saves music to your device for offline use  dropbox is simply the method of transfer. Files must be mp3 format. Great app.    
",Joanna,0,,mis
"I could not log into my app after the last update. I contacted app support and the problem was fixed. So if you're having this problem I suggest that you contact them.     
",Joanna,0,,mis
"I play it every morning before work. It gets me going mentally and helps to keep me sharp. Highly recommend    
",Joanna,0,,mis
"Very helpful out on the water, better if you have a lifeproof case so you don't have to worry about getting your phone wet.    
",Joanna,0,,mis
"Please let there be a one week free trial I would get premium but I would like to try it out first     
",Joanna,0,,mis
"I highly recommend this app. Whether you are a dreamer or a wannabe astronomer there is something for everyone at any age and stage of life.    
",Joanna,0,,mis
"Beautiful app. Simple, wellorganized and runs smoothly. Good for the amateur stargazer all the way to the astronomy major.    
",Joanna,0,,mis
"I can hide my porn now. Perfect app for that.    
",Joanna,0,,mis
"Also, what's the status of the new cake game and the pirate game When I updated, I thought I'd be given full access...    
",Joanna,1,,mis
"Read on, new or potential users, this review isn't all bad news and complaints     
",Joanna,0,,mis
"Easier than I thought it would be.  Really enjoyable    
",Joanna,0,,mis
"Great for those days you need to get moving    
",Joanna,0,,mis
